timestamp,rotation_x,rotation_y,rotation_z
2024-01-29 08:00:00,128.01335951062427,29.57916063255162,131.6803662405201
2024-01-29 08:00:05,126.50744330390859,30.083322192110188,130.73848961050763
2024-01-29 08:00:09,123.54054238474276,31.118399142424508,129.21315841750769
2024-01-29 08:00:14,125.00176572177543,28.553023934694124,126.44846172178137
2024-01-29 08:00:19,125.26647686898428,26.603266647518453,124.1383504028587
2024-01-29 08:00:24,127.4619654895985,27.120401929676433,121.78436372990373
2024-01-29 08:00:29,130.04789900631556,27.078293887607693,124.65870988625423
2024-01-29 08:00:34,129.60881134060872,28.160224103018834,122.07799725080697
2024-01-29 08:00:39,132.2602420775334,30.635149278522306,122.23057115202137
2024-01-29 08:00:44,129.7385100636988,28.68236583735022,123.20299373325228
2024-01-29 08:00:49,132.13406809776365,28.83893083782896,121.34899782746584
2024-01-29 08:00:53,134.12392110981006,28.037796709271973,120.39269633495427
2024-01-29 08:00:58,133.82825917571557,30.787136354644772,120.30188346341696
2024-01-29 08:01:03,130.89905252832173,31.910345802732557,120.5718957174346
2024-01-29 08:01:08,133.72318104156227,30.53599929664871,119.08399584508666
2024-01-29 08:01:13,130.90576219734425,27.65525201839002,118.35045840436017
2024-01-29 08:01:17,133.24683606629287,27.509062904100997,115.383588531597
2024-01-29 08:01:22,134.65484473334706,25.045905975157595,116.33181624226089
2024-01-29 08:01:27,133.760579405843,23.323803950637537,116.95344861556632
2024-01-29 08:01:32,136.26468827672286,21.55776815717238,115.2215784127556
2024-01-29 08:01:36,134.8307705469465,23.76738134872444,116.38886959097383
2024-01-29 08:01:41,134.82050823629294,24.56051898982356,115.75652520132988
2024-01-29 08:01:46,135.76138995102832,21.85982560408628,116.92135853379746
2024-01-29 08:01:50,136.91018410214855,23.466334238847434,115.72866104966079
2024-01-29 08:01:55,135.59931167809108,24.36906146259391,113.81423821125526
2024-01-29 08:02:00,137.64038898235023,27.071607025872133,111.67469627408502
2024-01-29 08:02:04,135.24192719027613,25.596846154700184,111.93815335608534
2024-01-29 08:02:08,137.08718821939524,27.051731467439726,109.37235559130202
2024-01-29 08:02:12,137.34407642767079,26.604705337115533,107.78725821102215
2024-01-29 08:02:16,138.42506951548808,26.197182937866597,110.20534262186668
2024-01-29 08:02:20,138.6879611471302,28.59638897749273,107.60135052736555
2024-01-29 08:02:25,138.80526638528028,29.161309818168093,107.4559589768509
