timestamp,rotation_x,rotation_y,rotation_z
2024-01-26 08:00:01,-15.739078513477821,6.335076325230318,29.302693415916345
2024-01-26 08:00:06,-14.5636870782559,4.808746497444295,28.224932395037843
2024-01-26 08:00:11,-13.205928438771025,5.2392600200091195,25.97592455797694
2024-01-26 08:00:16,-11.04996471145215,8.16290433629489,23.062536971047905
2024-01-26 08:00:20,-13.234623253578906,7.228463809041855,22.966595056167602
2024-01-26 08:00:24,-14.691098703904613,7.6254454774844405,23.611114676169045
2024-01-26 08:00:28,-16.735180506352584,10.469472667755792,20.78651946053754
2024-01-26 08:00:33,-16.567752623154703,12.444848703174321,21.955735580081914
2024-01-26 08:00:37,-14.207680803005719,13.306388089093872,20.183026571688018
2024-01-26 08:00:42,-15.759721411203426,14.090808802376998,17.629912517725618
2024-01-26 08:00:46,-17.912036370370785,13.125379503042424,19.59252496958169
2024-01-26 08:00:50,-18.15273102402761,10.968881863536636,17.063093070542255
2024-01-26 08:00:55,-20.410005020863476,8.901834537760482,18.080976495206144
2024-01-26 08:00:59,-18.01372170391177,6.104874606764351,20.476761748359465
2024-01-26 08:01:03,-15.848926824623367,7.934342166489213,22.48013683525592
2024-01-26 08:01:08,-17.34939084109485,10.515097742448644,20.689094497663667
2024-01-26 08:01:13,-18.522495921743193,10.516302003003098,19.036267242063914
2024-01-26 08:01:17,-16.651144743979685,13.077882674377936,21.77497454293301
2024-01-26 08:01:22,-14.749313794798063,14.681015535961475,21.969093396659094
2024-01-26 08:01:26,-11.939500094950647,17.360465774975374,21.109647784912877
2024-01-26 08:01:30,-14.280672627989585,15.497452256538171,23.36480945359024
2024-01-26 08:01:35,-11.281483249870083,18.331989676470116,20.45081728840107
2024-01-26 08:01:39,-11.979553386695168,20.36147574964066,23.115087470356265
2024-01-26 08:01:43,-14.100007303606253,17.93106028696165,25.426644812078422
2024-01-26 08:01:48,-14.498118205813705,15.40644520226843,23.29929753526376
2024-01-26 08:01:53,-15.813834271350517,17.809620270016843,23.838880625040446
2024-01-26 08:01:58,-17.746515672222365,18.44222663268787,26.514700147416466
2024-01-26 08:02:03,-15.321686570610044,20.079483838124517,23.62289350422513
2024-01-26 08:02:08,-13.496996650193742,21.637344140185455,23.155486448839653
2024-01-26 08:02:13,-14.978360427939794,20.762237806038364,22.939075421735275
2024-01-26 08:02:17,-17.603608328227867,22.94462839428858,21.384509736766233
2024-01-26 08:02:21,-15.983297662886047,20.225105008598206,21.306132685121412
2024-01-26 08:02:26,-13.5413326270255,17.955381733299678,18.863514956371855
2024-01-26 08:02:30,-11.217077847051197,20.261882705254894,19.367149204273986
2024-01-26 08:02:35,-8.37183448465446,18.985648452281016,20.113957500782874
2024-01-26 08:02:40,-10.418722846493225,18.791933617773488,18.004819990177747
2024-01-26 08:02:44,-8.843218520398452,17.50893202994314,18.080850014591068
2024-01-26 08:02:49,-10.899398709800652,19.269440935457034,15.685837486947037
2024-01-26 08:02:54,-10.674178730053896,21.936541881304507,17.261331905711366
2024-01-26 08:02:58,-7.766387998037013,20.740205616060475,16.658633941062323
2024-01-26 08:03:02,-10.503092447980453,19.979397336883835,17.734506761062843
2024-01-26 08:03:06,-12.161073574066627,19.593064087040936,16.991581843526284
2024-01-26 08:03:10,-10.091380141553696,19.410982437790395,19.80578814107715
2024-01-26 08:03:15,-10.488886148218985,17.868835566361497,19.118645096705542
2024-01-26 08:03:20,-12.66262661006748,18.622077602017495,21.257517963135346
2024-01-26 08:03:24,-9.692657139437685,18.65739037958196,19.518266988622372
2024-01-26 08:03:28,-9.772117433675305,19.970318124218906,21.25436791614468
2024-01-26 08:03:32,-10.423767608154412,20.182280635133917,19.60214044931031
2024-01-26 08:03:37,-9.066352121688745,21.99243933016716,18.930594890357042
2024-01-26 08:03:41,-10.304384875210474,20.66067039703774,19.81636072965408
2024-01-26 08:03:46,-12.011794311423209,21.195956613260925,20.591546327944123
2024-01-26 08:03:50,-10.482241884734556,19.89207928023726,18.26717708277501
2024-01-26 08:03:55,-8.919322304471644,21.12746504331696,16.935316715400226
2024-01-26 08:04:00,-7.988860269851542,21.22822117415585,16.881382271578033
2024-01-26 08:04:05,-5.400635442281887,18.774655518314145,16.24554164647487
2024-01-26 08:04:10,-6.143103953168939,21.617863584272477,15.991342877465872
2024-01-26 08:04:15,-7.6975116887496196,19.73284582880873,14.282536594812157
2024-01-26 08:04:19,-9.458119520413991,21.968894929866686,12.524631974578242
