timestamp,products,width,length,height
2024-01-27 16:00:21,3568,20.89912941108939,59.73931735273933,10.954443881869114
2024-01-27 16:01:42,3569,21.468525277466014,61.404106054303014,10.714502804852904
2024-01-27 16:03:08,3571,20.974240570062637,58.449472857911005,9.049829100633596
2024-01-27 16:04:32,3572,19.930487991042238,60.340547032645,10.572826813845088
2024-01-27 16:05:53,3572,18.568047359685234,58.38803987682192,9.450805127663081
2024-01-27 16:07:11,3572,19.663375126182594,59.48497299453305,10.05042391365064
2024-01-27 16:08:34,3574,18.140166655623254,58.72259138231999,9.674298785397777
2024-01-27 16:09:51,3576,21.90598641887091,60.21734372812577,10.74407061045171
2024-01-27 16:11:08,3578,18.658455458782356,58.4001928994167,10.795602324495881
2024-01-27 16:12:22,3580,19.233176858933295,58.42667466795128,10.058318177716481
2024-01-27 16:13:45,3581,18.747557820271506,62.60928705276957,9.181862580321377
2024-01-27 16:15:03,3583,19.014056336046934,58.22797670557538,9.933202829257263
2024-01-27 16:16:27,3584,21.829128460716163,60.51800493441894,10.619304464933768
2024-01-27 16:17:41,3586,21.28330878053569,58.774287500313555,9.570035723949724
2024-01-27 16:18:56,3587,18.982182382738337,61.686549823229214,10.908894500496867
2024-01-27 16:20:13,3588,19.489588409929716,59.93084543237235,10.882060864035703
2024-01-27 16:21:31,3589,21.383019879696253,60.356916937595074,9.398725199506607
2024-01-27 16:22:43,3589,20.03409282101028,59.36600293290229,10.337700275533651
2024-01-27 16:23:55,3591,20.372990826210888,58.96500911726901,10.327434191105286
2024-01-27 16:25:21,3593,19.062781604976088,58.83257713817562,10.331562578204366
2024-01-27 16:26:36,3593,19.285819253388706,57.18427536959333,10.901381371251112
2024-01-27 16:27:56,3594,19.70831695160928,60.54613429763245,9.361773073610909
2024-01-27 16:29:13,3596,20.79060105726484,62.24524830225433,10.40289978277509
2024-01-27 16:30:33,3596,20.19148316826593,58.081412295397726,10.527513688894228
2024-01-27 16:31:52,3597,18.35510129271517,57.23859087994779,10.94632962236852
