timestamp,scanned_products
2024-01-28 16:00:17,12645
2024-01-28 16:00:46,12645
2024-01-28 16:01:14,12647
2024-01-28 16:01:43,12649
2024-01-28 16:02:12,12650
2024-01-28 16:02:41,12652
2024-01-28 16:03:13,12654
2024-01-28 16:03:45,12655
2024-01-28 16:04:16,12655
2024-01-28 16:04:48,12656
2024-01-28 16:05:15,12657
2024-01-28 16:05:43,12657
2024-01-28 16:06:13,12659
2024-01-28 16:06:44,12660
2024-01-28 16:07:12,12660
2024-01-28 16:07:42,12662
2024-01-28 16:08:10,12664
2024-01-28 16:08:40,12664
2024-01-28 16:09:09,12666
2024-01-28 16:09:37,12666
2024-01-28 16:10:09,12667
2024-01-28 16:10:41,12667
2024-01-28 16:11:11,12669
2024-01-28 16:11:40,12670
2024-01-28 16:12:12,12671
2024-01-28 16:12:44,12672
2024-01-28 16:13:11,12672
2024-01-28 16:13:38,12672
2024-01-28 16:14:07,12672
2024-01-28 16:14:37,12674
2024-01-28 16:15:04,12676
2024-01-28 16:15:31,12677
2024-01-28 16:16:00,12677
2024-01-28 16:16:27,12679
2024-01-28 16:16:54,12681
2024-01-28 16:17:21,12683
2024-01-28 16:17:50,12683
2024-01-28 16:18:20,12685
2024-01-28 16:18:47,12686
2024-01-28 16:19:18,12687
2024-01-28 16:19:47,12688
2024-01-28 16:20:19,12690
2024-01-28 16:20:47,12692
2024-01-28 16:21:19,12694
2024-01-28 16:21:49,12694
2024-01-28 16:22:19,12696
2024-01-28 16:22:47,12696
2024-01-28 16:23:14,12696
2024-01-28 16:23:46,12697
2024-01-28 16:24:18,12698
2024-01-28 16:24:50,12700
2024-01-28 16:25:18,12701
2024-01-28 16:25:47,12701
2024-01-28 16:26:14,12701
2024-01-28 16:26:45,12703
2024-01-28 16:27:17,12704
2024-01-28 16:27:45,12704
2024-01-28 16:28:12,12706
2024-01-28 16:28:39,12707
2024-01-28 16:29:08,12707
2024-01-28 16:29:36,12709
2024-01-28 16:30:07,12710
2024-01-28 16:30:39,12712
2024-01-28 16:31:11,12712
2024-01-28 16:31:41,12714
2024-01-28 16:32:09,12716
2024-01-28 16:32:41,12718
2024-01-28 16:33:12,12719
2024-01-28 16:33:43,12721
2024-01-28 16:34:15,12722
2024-01-28 16:34:46,12722
2024-01-28 16:35:13,12724
2024-01-28 16:35:44,12725
2024-01-28 16:36:11,12725
2024-01-28 16:36:41,12727
2024-01-28 16:37:11,12727
2024-01-28 16:37:39,12729
2024-01-28 16:38:10,12731
2024-01-28 16:38:40,12733
2024-01-28 16:39:10,12733
2024-01-28 16:39:41,12734
2024-01-28 16:40:12,12734
2024-01-28 16:40:43,12736
2024-01-28 16:41:15,12736
2024-01-28 16:41:44,12738
