timestamp,temperature,humidity
2024-01-24 16:00:02,812,69
2024-01-24 16:00:11,812,68
2024-01-24 16:00:21,812,69
2024-01-24 16:00:31,812,67
2024-01-24 16:00:41,812,69
2024-01-24 16:00:51,812,74
2024-01-24 16:01:00,812,79
2024-01-24 16:01:10,812,80
2024-01-24 16:01:19,812,83
2024-01-24 16:01:28,810,85
2024-01-24 16:01:38,812,85
2024-01-24 16:01:48,811,80
2024-01-24 16:01:57,812,85
2024-01-24 16:02:06,812,90
2024-01-24 16:02:16,810,88
2024-01-24 16:02:25,812,83
2024-01-24 16:02:34,812,80
2024-01-24 16:02:43,812,79
2024-01-24 16:02:53,812,84
2024-01-24 16:03:02,812,80
2024-01-24 16:03:11,812,77
2024-01-24 16:03:21,812,73
2024-01-24 16:03:31,810,70
2024-01-24 16:03:40,812,69
2024-01-24 16:03:50,810,69
2024-01-24 16:03:59,810,68
2024-01-24 16:04:09,810,64
2024-01-24 16:04:19,811,61
2024-01-24 16:04:29,812,60
2024-01-24 16:04:38,812,58
2024-01-24 16:04:47,812,60
2024-01-24 16:04:57,812,61
2024-01-24 16:05:07,812,62
2024-01-24 16:05:16,812,60
2024-01-24 16:05:26,812,62
2024-01-24 16:05:35,812,63
2024-01-24 16:05:44,812,60
2024-01-24 16:05:53,812,56
2024-01-24 16:06:02,812,60
2024-01-24 16:06:12,812,65
2024-01-24 16:06:22,812,63
2024-01-24 16:06:31,812,62
2024-01-24 16:06:40,812,58
2024-01-24 16:06:49,810,54
2024-01-24 16:06:58,812,56
2024-01-24 16:07:08,812,56
2024-01-24 16:07:18,811,57
2024-01-24 16:07:28,812,60
2024-01-24 16:07:37,810,55
2024-01-24 16:07:46,812,59
2024-01-24 16:07:55,810,59
2024-01-24 16:08:04,808,57
2024-01-24 16:08:13,811,56
2024-01-24 16:08:22,812,53
2024-01-24 16:08:32,812,48
2024-01-24 16:08:41,811,44
2024-01-24 16:08:51,811,44
2024-01-24 16:09:01,809,45
2024-01-24 16:09:10,807,50
2024-01-24 16:09:20,806,55
2024-01-24 16:09:30,808,54
2024-01-24 16:09:40,809,58
2024-01-24 16:09:50,810,63
2024-01-24 16:09:59,812,60
2024-01-24 16:10:09,812,60
2024-01-24 16:10:18,812,65
2024-01-24 16:10:28,810,63
2024-01-24 16:10:38,812,58
2024-01-24 16:10:48,812,55
2024-01-24 16:10:57,812,53
2024-01-24 16:11:06,812,49
2024-01-24 16:11:16,812,44
2024-01-24 16:11:25,812,47
2024-01-24 16:11:34,812,46
2024-01-24 16:11:43,812,43
2024-01-24 16:11:53,810,39
2024-01-24 16:12:03,812,36
2024-01-24 16:12:12,812,38
2024-01-24 16:12:22,810,41
2024-01-24 16:12:32,811,36
2024-01-24 16:12:42,812,40
2024-01-24 16:12:52,810,35
2024-01-24 16:13:02,810,32
2024-01-24 16:13:11,808,35
2024-01-24 16:13:21,808,33
2024-01-24 16:13:30,812,38
2024-01-24 16:13:39,812,41
2024-01-24 16:13:49,812,39
2024-01-24 16:13:58,811,38
2024-01-24 16:14:08,812,43
2024-01-24 16:14:17,812,38
2024-01-24 16:14:26,812,38
2024-01-24 16:14:36,812,41
2024-01-24 16:14:46,812,44
2024-01-24 16:14:56,812,49
2024-01-24 16:15:06,812,54
2024-01-24 16:15:16,812,56
2024-01-24 16:15:26,812,59
2024-01-24 16:15:35,812,55
2024-01-24 16:15:44,812,54
2024-01-24 16:15:54,811,51
2024-01-24 16:16:04,809,49
2024-01-24 16:16:14,807,45
