timestamp,temperature,humidity
2024-01-28 00:00:07,812,93
2024-01-28 00:00:17,812,93
2024-01-28 00:00:27,812,93
2024-01-28 00:00:36,812,92
2024-01-28 00:00:46,812,93
2024-01-28 00:00:55,812,89
2024-01-28 00:01:05,812,92
2024-01-28 00:01:14,812,93
2024-01-28 00:01:23,812,90
2024-01-28 00:01:33,812,86
2024-01-28 00:01:42,810,84
2024-01-28 00:01:52,812,79
2024-01-28 00:02:02,811,83
2024-01-28 00:02:11,810,83
2024-01-28 00:02:20,812,85
2024-01-28 00:02:29,810,90
2024-01-28 00:02:39,809,85
2024-01-28 00:02:49,812,87
2024-01-28 00:02:59,812,89
2024-01-28 00:03:09,812,91
2024-01-28 00:03:18,812,90
2024-01-28 00:03:28,812,93
2024-01-28 00:03:37,812,93
2024-01-28 00:03:47,812,88
2024-01-28 00:03:56,811,88
2024-01-28 00:04:05,812,87
2024-01-28 00:04:15,812,92
2024-01-28 00:04:24,810,90
2024-01-28 00:04:34,812,88
2024-01-28 00:04:44,811,87
2024-01-28 00:04:54,812,89
2024-01-28 00:05:03,812,91
2024-01-28 00:05:12,812,88
2024-01-28 00:05:22,812,92
2024-01-28 00:05:31,812,93
2024-01-28 00:05:40,812,93
2024-01-28 00:05:50,810,88
2024-01-28 00:06:00,808,89
2024-01-28 00:06:10,810,91
2024-01-28 00:06:19,812,86
2024-01-28 00:06:29,812,88
2024-01-28 00:06:39,812,85
2024-01-28 00:06:49,812,83
2024-01-28 00:06:58,812,83
2024-01-28 00:07:07,811,83
2024-01-28 00:07:16,812,85
2024-01-28 00:07:25,811,85
2024-01-28 00:07:34,811,82
2024-01-28 00:07:44,810,83
2024-01-28 00:07:53,812,78
2024-01-28 00:08:02,812,75
2024-01-28 00:08:12,812,77
2024-01-28 00:08:22,811,81
2024-01-28 00:08:32,812,83
2024-01-28 00:08:41,812,83
2024-01-28 00:08:50,812,81
2024-01-28 00:08:59,812,80
2024-01-28 00:09:09,812,85
2024-01-28 00:09:18,812,80
2024-01-28 00:09:27,811,82
2024-01-28 00:09:36,812,83
2024-01-28 00:09:45,812,86
2024-01-28 00:09:54,812,87
2024-01-28 00:10:03,811,86
2024-01-28 00:10:13,812,84
2024-01-28 00:10:23,812,83
2024-01-28 00:10:32,812,87
2024-01-28 00:10:42,811,87
2024-01-28 00:10:52,812,83
2024-01-28 00:11:01,812,82
2024-01-28 00:11:10,811,83
2024-01-28 00:11:20,812,88
2024-01-28 00:11:29,812,89
2024-01-28 00:11:39,812,87
2024-01-28 00:11:48,810,83
2024-01-28 00:11:57,808,78
2024-01-28 00:12:07,812,74
2024-01-28 00:12:16,812,76
2024-01-28 00:12:25,812,74
2024-01-28 00:12:35,812,69
2024-01-28 00:12:45,812,67
2024-01-28 00:12:55,812,65
2024-01-28 00:13:05,812,67
2024-01-28 00:13:14,811,70
2024-01-28 00:13:23,811,73
2024-01-28 00:13:33,812,73
2024-01-28 00:13:42,812,73
2024-01-28 00:13:51,812,78
2024-01-28 00:14:00,812,81
2024-01-28 00:14:09,812,82
2024-01-28 00:14:19,812,83
2024-01-28 00:14:29,812,83
2024-01-28 00:14:38,812,86
2024-01-28 00:14:47,812,86
2024-01-28 00:14:57,812,83
2024-01-28 00:15:07,812,86
2024-01-28 00:15:16,812,89
2024-01-28 00:15:25,812,87
2024-01-28 00:15:35,812,89
2024-01-28 00:15:44,811,85
2024-01-28 00:15:54,809,81
2024-01-28 00:16:03,811,86
2024-01-28 00:16:13,812,88
2024-01-28 00:16:22,812,92
2024-01-28 00:16:32,812,87
2024-01-28 00:16:41,812,90
2024-01-28 00:16:51,812,93
2024-01-28 00:17:01,812,93
2024-01-28 00:17:10,812,92
2024-01-28 00:17:19,812,92
2024-01-28 00:17:28,812,93
2024-01-28 00:17:37,812,93
2024-01-28 00:17:46,812,93
2024-01-28 00:17:56,812,93
2024-01-28 00:18:05,812,93
2024-01-28 00:18:14,812,93
2024-01-28 00:18:24,812,90
2024-01-28 00:18:34,812,88
2024-01-28 00:18:43,812,90
2024-01-28 00:18:53,812,93
2024-01-28 00:19:03,810,88
2024-01-28 00:19:13,811,91
2024-01-28 00:19:22,812,87
2024-01-28 00:19:32,810,83
2024-01-28 00:19:41,812,80
2024-01-28 00:19:51,812,79
2024-01-28 00:20:01,812,75
2024-01-28 00:20:11,812,80
2024-01-28 00:20:21,812,79
2024-01-28 00:20:31,812,76
2024-01-28 00:20:40,810,80
2024-01-28 00:20:50,812,76
2024-01-28 00:21:00,812,78
2024-01-28 00:21:10,812,82
2024-01-28 00:21:20,812,83
2024-01-28 00:21:30,810,88
2024-01-28 00:21:40,808,87
2024-01-28 00:21:49,812,91
2024-01-28 00:21:58,811,93
2024-01-28 00:22:08,809,93
2024-01-28 00:22:18,810,93
2024-01-28 00:22:27,808,90
2024-01-28 00:22:36,812,93
2024-01-28 00:22:46,812,93
2024-01-28 00:22:56,810,93
2024-01-28 00:23:06,812,93
2024-01-28 00:23:16,812,93
2024-01-28 00:23:25,812,93
2024-01-28 00:23:34,812,92
2024-01-28 00:23:43,811,93
2024-01-28 00:23:53,812,89
2024-01-28 00:24:02,812,85
2024-01-28 00:24:11,812,89
2024-01-28 00:24:21,812,87
2024-01-28 00:24:30,812,83
2024-01-28 00:24:39,812,86
2024-01-28 00:24:48,812,84
2024-01-28 00:24:57,811,84
2024-01-28 00:25:06,811,88
2024-01-28 00:25:15,812,88
2024-01-28 00:25:25,812,91
2024-01-28 00:25:35,810,88
2024-01-28 00:25:44,812,90
2024-01-28 00:25:53,812,91
2024-01-28 00:26:02,812,93
2024-01-28 00:26:12,812,93
2024-01-28 00:26:22,812,90
2024-01-28 00:26:32,811,93
2024-01-28 00:26:42,812,93
2024-01-28 00:26:52,812,93
2024-01-28 00:27:01,812,93
2024-01-28 00:27:11,812,92
2024-01-28 00:27:20,812,90
2024-01-28 00:27:30,810,91
2024-01-28 00:27:39,811,92
2024-01-28 00:27:48,812,93
2024-01-28 00:27:57,812,93
2024-01-28 00:28:06,812,93
2024-01-28 00:28:15,812,92
2024-01-28 00:28:24,812,89
2024-01-28 00:28:33,812,89
2024-01-28 00:28:43,811,93
2024-01-28 00:28:53,812,93
2024-01-28 00:29:02,812,90
2024-01-28 00:29:12,812,93
2024-01-28 00:29:22,812,93
2024-01-28 00:29:32,812,93
2024-01-28 00:29:42,812,90
2024-01-28 00:29:52,812,93
2024-01-28 00:30:01,811,93
2024-01-28 00:30:10,810,93
2024-01-28 00:30:19,812,93
2024-01-28 00:30:28,812,88
2024-01-28 00:30:38,812,83
2024-01-28 00:30:47,812,84
2024-01-28 00:30:56,812,83
2024-01-28 00:31:06,812,84
2024-01-28 00:31:15,812,84
2024-01-28 00:31:24,812,87
2024-01-28 00:31:34,810,88
2024-01-28 00:31:43,809,86
2024-01-28 00:31:52,809,85
2024-01-28 00:32:02,812,87
2024-01-28 00:32:12,812,90
2024-01-28 00:32:21,812,86
2024-01-28 00:32:30,810,86
2024-01-28 00:32:40,808,90
2024-01-28 00:32:50,806,93
2024-01-28 00:33:00,809,93
2024-01-28 00:33:09,811,89
2024-01-28 00:33:19,812,90
2024-01-28 00:33:28,812,89
2024-01-28 00:33:37,812,93
2024-01-28 00:33:47,812,89
2024-01-28 00:33:57,812,92
2024-01-28 00:34:07,810,93
2024-01-28 00:34:17,812,93
2024-01-28 00:34:26,812,90
2024-01-28 00:34:36,812,93
2024-01-28 00:34:46,810,93
2024-01-28 00:34:55,808,88
2024-01-28 00:35:04,808,92
2024-01-28 00:35:13,809,87
2024-01-28 00:35:23,812,87
2024-01-28 00:35:32,811,85
2024-01-28 00:35:41,812,89
2024-01-28 00:35:51,812,92
2024-01-28 00:36:00,811,93
2024-01-28 00:36:10,809,93
2024-01-28 00:36:20,812,90
2024-01-28 00:36:30,812,93
2024-01-28 00:36:40,812,91
2024-01-28 00:36:50,812,93
2024-01-28 00:36:59,812,93
2024-01-28 00:37:08,812,93
2024-01-28 00:37:17,812,90
2024-01-28 00:37:26,812,90
2024-01-28 00:37:36,812,91
2024-01-28 00:37:46,812,92
2024-01-28 00:37:56,810,93
2024-01-28 00:38:05,812,91
2024-01-28 00:38:15,812,86
2024-01-28 00:38:25,812,91
2024-01-28 00:38:34,812,89
2024-01-28 00:38:43,812,91
2024-01-28 00:38:52,812,93
2024-01-28 00:39:01,812,93
2024-01-28 00:39:10,812,89
