timestamp,products,width,length,height
2024-01-28 16:00:16,4665,20.884393883190803,61.992577778924755,9.258058584689241
2024-01-28 16:01:39,4665,18.642507335485515,57.682219416432204,10.558420274513008
2024-01-28 16:02:54,4667,20.763030524313734,62.03073363014503,10.330511782682107
2024-01-28 16:04:12,4667,19.33154296827109,58.52077569332651,9.379558222640958
2024-01-28 16:05:29,4667,19.02262942438239,59.849792027134825,9.28830248123678
2024-01-28 16:06:46,4667,18.758778646240888,58.343283114593255,9.796588140625772
2024-01-28 16:08:05,4669,20.48053547347306,59.17487120082976,10.507343795468083
2024-01-28 16:09:25,4671,21.531544116704907,61.40580357514524,10.202409701349737
2024-01-28 16:10:43,4672,19.608025456199393,58.682556673973586,9.790175695460414
2024-01-28 16:12:08,4674,18.4242054540771,57.57952664872422,9.81416670328861
2024-01-28 16:13:35,4674,20.650526213907504,59.56958847871384,9.506910698657425
2024-01-28 16:14:52,4676,19.165056964055463,57.74685107068842,10.35489259364481
2024-01-28 16:16:13,4677,19.50830233949728,58.497596357482465,9.797814492820246
2024-01-28 16:17:34,4679,21.605231262291223,62.7542291078034,10.6079849952343
2024-01-28 16:18:51,4680,21.94951282627176,60.088673369761736,9.824712661143383
2024-01-28 16:20:05,4680,19.483125681168303,62.07568243281918,10.467604821237673
2024-01-28 16:21:22,4682,19.94441990107103,60.591797612167326,9.1945831811935
2024-01-28 16:22:46,4683,19.344260689220466,58.66828878082371,9.61689648511075
2024-01-28 16:24:06,4684,18.01223242453933,60.21500432812982,9.2820901466223
2024-01-28 16:25:33,4686,21.14328308523809,57.871178128268994,9.454827285068811
2024-01-28 16:26:49,4687,19.211795524690814,58.77804030879315,9.186341327246776
2024-01-28 16:28:06,4688,21.055577130400778,60.97782559890578,9.171398116238011
2024-01-28 16:29:22,4689,21.859337208674127,60.7785384606684,9.546913046296059
2024-01-28 16:30:38,4689,19.12802712953017,57.98877845076072,10.439067387637815
2024-01-28 16:31:58,4689,21.07949247185715,59.09243711886518,9.220136729544478
2024-01-28 16:33:18,4689,20.1107458891655,60.8724104689,9.25127184075947
2024-01-28 16:34:35,4690,19.75580553078443,61.96105890564583,9.41408818161376
2024-01-28 16:35:56,4690,19.192053735511536,62.20173875597706,10.382345409445668
2024-01-28 16:37:18,4691,19.63973392703696,60.909045965314014,9.443687098074626
2024-01-28 16:38:33,4692,21.168429598441403,58.40999330765325,9.965812086846185
2024-01-28 16:40:00,4694,20.43720690217732,62.63509028869982,9.528878659428857
2024-01-28 16:41:22,4696,18.523751703806983,61.15825825731903,10.88860778880803
2024-01-28 16:42:42,4697,18.325882845166017,57.78781259151867,9.483088950754894
2024-01-28 16:43:55,4698,18.671340732875823,61.16026040074697,9.205771411724006
2024-01-28 16:45:16,4698,19.71594587211988,59.73236050497037,9.815654150422635
2024-01-28 16:46:37,4700,20.83592552626347,57.855470139938795,10.608821067128574
2024-01-28 16:47:54,4700,20.87402917641961,59.383145623379264,10.992881938420892
2024-01-28 16:49:21,4700,21.91160920880369,60.0153320216076,9.818054061768052
2024-01-28 16:50:40,4702,20.94314381981894,61.658337235413946,9.088515501096374
2024-01-28 16:52:07,4703,21.959051119632846,61.9439703138781,9.18843873344414
2024-01-28 16:53:20,4704,21.79693725990377,60.85374139390751,10.484325086234602
2024-01-28 16:54:44,4704,20.733218702856846,61.255654502931456,9.349219058440326
2024-01-28 16:56:07,4704,20.74515404786989,60.987395037746076,10.741923703760476
2024-01-28 16:57:33,4706,18.40292060995823,59.22486515249548,9.724208721458199
2024-01-28 16:58:49,4706,20.656852103092856,59.99357716090427,10.912953102499957
2024-01-28 17:00:16,4706,19.21695519085241,57.05994420701428,10.876426868336099
2024-01-28 17:01:41,4707,20.4932480048202,59.068041154744755,9.523423169031222
2024-01-28 17:02:56,4707,18.392868363561355,60.408811363826466,9.765701261542855
2024-01-28 17:04:14,4707,18.359049137426567,60.34815534467957,10.964228655728911
2024-01-28 17:05:30,4708,20.05925189790433,58.59927164684949,9.56261509419853
2024-01-28 17:06:43,4710,21.369020034134174,59.514113882281144,10.281038864783484
