timestamp,temperature,humidity
2024-01-31 08:00:07,812,81
2024-01-31 08:00:16,812,81
2024-01-31 08:00:26,812,77
2024-01-31 08:00:36,810,78
2024-01-31 08:00:46,811,74
2024-01-31 08:00:55,812,72
2024-01-31 08:01:04,810,73
2024-01-31 08:01:14,811,77
2024-01-31 08:01:24,809,81
2024-01-31 08:01:34,809,84
2024-01-31 08:01:44,812,81
2024-01-31 08:01:54,811,80
2024-01-31 08:02:04,812,84
2024-01-31 08:02:14,812,89
2024-01-31 08:02:23,812,93
2024-01-31 08:02:32,812,93
2024-01-31 08:02:42,812,91
2024-01-31 08:02:51,812,93
2024-01-31 08:03:01,812,93
2024-01-31 08:03:10,811,93
2024-01-31 08:03:19,810,93
2024-01-31 08:03:29,812,93
2024-01-31 08:03:39,812,93
2024-01-31 08:03:49,812,93
2024-01-31 08:03:59,812,93
2024-01-31 08:04:09,812,90
2024-01-31 08:04:19,812,86
2024-01-31 08:04:28,812,83
2024-01-31 08:04:37,812,83
2024-01-31 08:04:46,812,81
2024-01-31 08:04:55,812,76
2024-01-31 08:05:04,812,78
2024-01-31 08:05:13,812,81
2024-01-31 08:05:23,812,84
2024-01-31 08:05:33,811,79
2024-01-31 08:05:42,812,74
2024-01-31 08:05:51,812,78
2024-01-31 08:06:00,812,81
2024-01-31 08:06:09,812,82
2024-01-31 08:06:18,810,81
2024-01-31 08:06:28,811,79
2024-01-31 08:06:38,810,74
2024-01-31 08:06:48,812,70
2024-01-31 08:06:58,811,72
2024-01-31 08:07:08,812,74
2024-01-31 08:07:17,812,69
2024-01-31 08:07:27,812,67
2024-01-31 08:07:37,812,68
2024-01-31 08:07:47,812,69
2024-01-31 08:07:57,812,69
2024-01-31 08:08:07,812,71
2024-01-31 08:08:16,811,75
2024-01-31 08:08:26,812,72
2024-01-31 08:08:35,812,70
2024-01-31 08:08:45,812,70
2024-01-31 08:08:55,812,71
2024-01-31 08:09:05,812,73
2024-01-31 08:09:15,812,69
2024-01-31 08:09:24,812,71
2024-01-31 08:09:34,812,66
2024-01-31 08:09:43,812,69
2024-01-31 08:09:52,812,74
2024-01-31 08:10:01,812,76
2024-01-31 08:10:11,812,75
2024-01-31 08:10:21,812,77
2024-01-31 08:10:30,812,72
2024-01-31 08:10:39,812,69
2024-01-31 08:10:49,812,73
2024-01-31 08:10:59,812,77
2024-01-31 08:11:08,812,74
2024-01-31 08:11:18,812,77
2024-01-31 08:11:27,812,77
2024-01-31 08:11:36,810,82
2024-01-31 08:11:46,812,84
2024-01-31 08:11:56,812,88
2024-01-31 08:12:05,812,89
2024-01-31 08:12:15,812,86
2024-01-31 08:12:24,812,88
2024-01-31 08:12:33,811,88
2024-01-31 08:12:42,812,91
2024-01-31 08:12:51,812,86
2024-01-31 08:13:00,812,81
2024-01-31 08:13:10,812,82
2024-01-31 08:13:19,812,87
2024-01-31 08:13:29,812,88
2024-01-31 08:13:38,812,89
2024-01-31 08:13:48,812,89
2024-01-31 08:13:58,812,85
2024-01-31 08:14:07,812,83
2024-01-31 08:14:16,812,88
2024-01-31 08:14:25,812,87
2024-01-31 08:14:34,812,88
2024-01-31 08:14:44,812,84
2024-01-31 08:14:54,812,79
2024-01-31 08:15:03,812,80
2024-01-31 08:15:13,812,79
2024-01-31 08:15:22,812,81
2024-01-31 08:15:31,812,77
2024-01-31 08:15:41,812,73
2024-01-31 08:15:50,812,78
2024-01-31 08:16:00,812,79
2024-01-31 08:16:09,812,84
2024-01-31 08:16:18,812,85
2024-01-31 08:16:27,812,86
2024-01-31 08:16:36,810,85
2024-01-31 08:16:45,811,86
2024-01-31 08:16:55,812,83
2024-01-31 08:17:05,812,86
2024-01-31 08:17:15,812,90
2024-01-31 08:17:25,812,91
2024-01-31 08:17:35,810,92
2024-01-31 08:17:45,811,93
2024-01-31 08:17:54,812,93
2024-01-31 08:18:04,812,89
2024-01-31 08:18:14,812,91
2024-01-31 08:18:24,812,93
2024-01-31 08:18:34,812,93
2024-01-31 08:18:44,812,93
2024-01-31 08:18:53,812,90
2024-01-31 08:19:03,812,89
2024-01-31 08:19:13,812,90
2024-01-31 08:19:22,812,92
2024-01-31 08:19:32,812,91
2024-01-31 08:19:42,812,87
2024-01-31 08:19:52,811,82
2024-01-31 08:20:01,812,78
2024-01-31 08:20:11,812,75
2024-01-31 08:20:21,812,73
2024-01-31 08:20:31,812,75
2024-01-31 08:20:41,812,74
2024-01-31 08:20:50,812,75
2024-01-31 08:21:00,812,80
2024-01-31 08:21:10,812,84
2024-01-31 08:21:19,811,87
2024-01-31 08:21:29,812,89
2024-01-31 08:21:39,812,85
2024-01-31 08:21:49,810,83
2024-01-31 08:21:59,808,81
2024-01-31 08:22:09,809,82
2024-01-31 08:22:18,808,77
2024-01-31 08:22:28,812,73
2024-01-31 08:22:37,811,74
2024-01-31 08:22:46,812,78
2024-01-31 08:22:56,812,76
2024-01-31 08:23:06,812,78
2024-01-31 08:23:16,812,80
2024-01-31 08:23:25,812,79
2024-01-31 08:23:35,812,77
2024-01-31 08:23:45,812,72
2024-01-31 08:23:55,812,70
2024-01-31 08:24:05,812,73
2024-01-31 08:24:15,812,69
2024-01-31 08:24:25,812,69
2024-01-31 08:24:35,812,65
2024-01-31 08:24:45,812,60
2024-01-31 08:24:55,812,65
2024-01-31 08:25:04,812,64
2024-01-31 08:25:14,810,66
2024-01-31 08:25:23,811,64
2024-01-31 08:25:33,812,67
2024-01-31 08:25:42,812,70
2024-01-31 08:25:52,812,73
2024-01-31 08:26:02,812,74
2024-01-31 08:26:12,812,74
2024-01-31 08:26:21,812,78
2024-01-31 08:26:31,812,80
2024-01-31 08:26:40,812,85
2024-01-31 08:26:50,812,83
2024-01-31 08:27:00,812,85
2024-01-31 08:27:09,812,80
2024-01-31 08:27:18,811,81
2024-01-31 08:27:27,810,86
2024-01-31 08:27:36,812,91
2024-01-31 08:27:46,812,93
2024-01-31 08:27:56,812,92
2024-01-31 08:28:05,812,93
2024-01-31 08:28:15,812,88
2024-01-31 08:28:25,812,89
2024-01-31 08:28:35,812,92
2024-01-31 08:28:44,812,93
2024-01-31 08:28:53,812,93
2024-01-31 08:29:03,812,88
2024-01-31 08:29:13,812,89
2024-01-31 08:29:23,812,93
2024-01-31 08:29:33,812,93
2024-01-31 08:29:43,812,93
2024-01-31 08:29:52,810,92
2024-01-31 08:30:01,808,93
2024-01-31 08:30:11,812,93
2024-01-31 08:30:21,812,93
2024-01-31 08:30:30,812,93
2024-01-31 08:30:40,811,93
2024-01-31 08:30:49,812,88
2024-01-31 08:30:58,812,93
2024-01-31 08:31:07,812,90
2024-01-31 08:31:16,812,89
2024-01-31 08:31:25,812,85
2024-01-31 08:31:35,812,88
2024-01-31 08:31:45,810,92
2024-01-31 08:31:55,812,92
2024-01-31 08:32:05,812,89
2024-01-31 08:32:15,812,86
2024-01-31 08:32:24,812,90
2024-01-31 08:32:33,812,86
2024-01-31 08:32:42,811,90
2024-01-31 08:32:52,809,87
2024-01-31 08:33:02,811,88
2024-01-31 08:33:11,811,87
2024-01-31 08:33:20,812,90
2024-01-31 08:33:29,812,88
2024-01-31 08:33:38,812,85
2024-01-31 08:33:47,812,86
2024-01-31 08:33:57,810,91
2024-01-31 08:34:07,812,93
2024-01-31 08:34:17,812,93
2024-01-31 08:34:26,812,93
2024-01-31 08:34:36,810,91
2024-01-31 08:34:45,811,90
2024-01-31 08:34:54,812,90
2024-01-31 08:35:03,812,88
2024-01-31 08:35:13,812,83
2024-01-31 08:35:23,810,85
2024-01-31 08:35:32,810,90
2024-01-31 08:35:42,809,89
2024-01-31 08:35:51,812,92
2024-01-31 08:36:00,810,87
2024-01-31 08:36:10,809,87
2024-01-31 08:36:20,810,89
2024-01-31 08:36:29,810,91
2024-01-31 08:36:38,811,93
2024-01-31 08:36:47,812,93
2024-01-31 08:36:57,812,93
2024-01-31 08:37:07,812,93
2024-01-31 08:37:17,812,90
2024-01-31 08:37:26,812,93
2024-01-31 08:37:35,812,93
2024-01-31 08:37:44,811,90
2024-01-31 08:37:54,812,91
2024-01-31 08:38:04,812,93
2024-01-31 08:38:13,812,88
2024-01-31 08:38:23,811,84
2024-01-31 08:38:32,812,89
2024-01-31 08:38:42,812,85
2024-01-31 08:38:52,812,84
2024-01-31 08:39:01,812,82
2024-01-31 08:39:11,811,80
2024-01-31 08:39:20,811,83
2024-01-31 08:39:30,809,87
2024-01-31 08:39:39,810,89
2024-01-31 08:39:48,812,93
2024-01-31 08:39:57,810,91
2024-01-31 08:40:06,811,93
2024-01-31 08:40:15,812,89
2024-01-31 08:40:24,812,90
2024-01-31 08:40:34,812,87
2024-01-31 08:40:44,811,89
2024-01-31 08:40:53,812,92
2024-01-31 08:41:03,812,90
2024-01-31 08:41:12,811,93
2024-01-31 08:41:22,811,93
2024-01-31 08:41:31,812,93
2024-01-31 08:41:41,812,92
2024-01-31 08:41:51,812,90
2024-01-31 08:42:00,812,93
2024-01-31 08:42:10,812,90
2024-01-31 08:42:19,812,93
2024-01-31 08:42:29,812,93
2024-01-31 08:42:39,811,93
2024-01-31 08:42:48,812,90
