timestamp,scanned_products
2024-01-24 08:00:00,39
2024-01-24 08:00:32,41
2024-01-24 08:01:04,43
2024-01-24 08:01:33,44
2024-01-24 08:02:00,45
2024-01-24 08:02:31,45
2024-01-24 08:02:58,47
2024-01-24 08:03:26,49
2024-01-24 08:03:58,51
2024-01-24 08:04:26,53
2024-01-24 08:04:56,53
2024-01-24 08:05:25,53
2024-01-24 08:05:54,54
2024-01-24 08:06:23,55
2024-01-24 08:06:55,55
2024-01-24 08:07:25,57
2024-01-24 08:07:52,58
2024-01-24 08:08:24,59
2024-01-24 08:08:52,61
2024-01-24 08:09:22,62
2024-01-24 08:09:51,63
2024-01-24 08:10:19,65
2024-01-24 08:10:50,67
2024-01-24 08:11:21,69
2024-01-24 08:11:50,71
2024-01-24 08:12:17,73
2024-01-24 08:12:47,73
2024-01-24 08:13:19,74
2024-01-24 08:13:46,75
2024-01-24 08:14:14,75
2024-01-24 08:14:46,77
2024-01-24 08:15:16,79
2024-01-24 08:15:43,79
2024-01-24 08:16:12,81
2024-01-24 08:16:39,83
2024-01-24 08:17:10,84
2024-01-24 08:17:40,84
2024-01-24 08:18:10,86
2024-01-24 08:18:42,88
2024-01-24 08:19:10,90
2024-01-24 08:19:38,92
2024-01-24 08:20:06,92
2024-01-24 08:20:34,92
2024-01-24 08:21:01,94
2024-01-24 08:21:33,94
2024-01-24 08:22:02,96
2024-01-24 08:22:32,98
2024-01-24 08:23:01,99
2024-01-24 08:23:33,100
2024-01-24 08:24:05,102
2024-01-24 08:24:36,102
2024-01-24 08:25:03,102
2024-01-24 08:25:31,104
2024-01-24 08:26:02,106
2024-01-24 08:26:32,106
2024-01-24 08:26:59,107
2024-01-24 08:27:27,108
2024-01-24 08:27:54,109
2024-01-24 08:28:25,111
2024-01-24 08:28:52,111
2024-01-24 08:29:20,112
2024-01-24 08:29:48,114
2024-01-24 08:30:15,115
2024-01-24 08:30:45,116
2024-01-24 08:31:15,117
2024-01-24 08:31:43,118
2024-01-24 08:32:13,119
2024-01-24 08:32:41,119
2024-01-24 08:33:13,120
2024-01-24 08:33:43,122
2024-01-24 08:34:13,124
2024-01-24 08:34:42,125
2024-01-24 08:35:09,127
2024-01-24 08:35:41,127
2024-01-24 08:36:11,128
2024-01-24 08:36:43,130
2024-01-24 08:37:10,130
2024-01-24 08:37:38,132
2024-01-24 08:38:07,132
2024-01-24 08:38:39,134
2024-01-24 08:39:09,135
2024-01-24 08:39:36,136
2024-01-24 08:40:07,138
2024-01-24 08:40:36,140
2024-01-24 08:41:05,140
2024-01-24 08:41:37,141
2024-01-24 08:42:08,142
2024-01-24 08:42:40,144
2024-01-24 08:43:10,144
2024-01-24 08:43:37,144
2024-01-24 08:44:09,144
2024-01-24 08:44:38,144
2024-01-24 08:45:09,146
2024-01-24 08:45:38,147
2024-01-24 08:46:09,148
2024-01-24 08:46:41,150
2024-01-24 08:47:09,150
2024-01-24 08:47:38,150
2024-01-24 08:48:05,152
2024-01-24 08:48:35,154
2024-01-24 08:49:05,154
2024-01-24 08:49:35,155
2024-01-24 08:50:05,156
2024-01-24 08:50:32,157
2024-01-24 08:51:00,157
2024-01-24 08:51:31,158
2024-01-24 08:52:03,158
2024-01-24 08:52:31,160
2024-01-24 08:53:03,160
2024-01-24 08:53:32,161
2024-01-24 08:54:01,161
2024-01-24 08:54:30,162
2024-01-24 08:54:59,164
2024-01-24 08:55:26,166
2024-01-24 08:55:55,167
2024-01-24 08:56:22,169
2024-01-24 08:56:49,171
2024-01-24 08:57:16,171
2024-01-24 08:57:46,172
2024-01-24 08:58:18,172
2024-01-24 08:58:47,172
2024-01-24 08:59:16,173
2024-01-24 08:59:46,175
2024-01-24 09:00:18,176
2024-01-24 09:00:47,178
2024-01-24 09:01:16,180
2024-01-24 09:01:46,182
2024-01-24 09:02:17,183
2024-01-24 09:02:47,184
2024-01-24 09:03:16,184
2024-01-24 09:03:45,185
2024-01-24 09:04:13,185
2024-01-24 09:04:43,187
2024-01-24 09:05:10,187
2024-01-24 09:05:41,187
2024-01-24 09:06:10,187
2024-01-24 09:06:40,187
2024-01-24 09:07:08,189
2024-01-24 09:07:35,191
2024-01-24 09:08:05,192
2024-01-24 09:08:35,192
2024-01-24 09:09:05,194
2024-01-24 09:09:34,194
2024-01-24 09:10:06,194
2024-01-24 09:10:36,196
2024-01-24 09:11:07,196
2024-01-24 09:11:38,197
2024-01-24 09:12:10,198
2024-01-24 09:12:41,198
2024-01-24 09:13:11,200
2024-01-24 09:13:40,200
2024-01-24 09:14:07,202
2024-01-24 09:14:36,204
2024-01-24 09:15:08,205
2024-01-24 09:15:40,207
2024-01-24 09:16:09,209
2024-01-24 09:16:41,209
2024-01-24 09:17:09,211
2024-01-24 09:17:38,212
2024-01-24 09:18:06,212
2024-01-24 09:18:36,214
2024-01-24 09:19:08,214
2024-01-24 09:19:39,216
2024-01-24 09:20:07,216
2024-01-24 09:20:39,216
2024-01-24 09:21:11,216
2024-01-24 09:21:38,217
2024-01-24 09:22:07,217
2024-01-24 09:22:39,217
2024-01-24 09:23:07,218
2024-01-24 09:23:38,219
2024-01-24 09:24:06,220
2024-01-24 09:24:38,222
2024-01-24 09:25:10,224
2024-01-24 09:25:40,225
2024-01-24 09:26:07,225
2024-01-24 09:26:37,227
2024-01-24 09:27:06,229
2024-01-24 09:27:34,229
2024-01-24 09:28:06,230
2024-01-24 09:28:33,231
2024-01-24 09:29:05,231
2024-01-24 09:29:37,231
2024-01-24 09:30:05,233
2024-01-24 09:30:32,235
2024-01-24 09:30:59,235
2024-01-24 09:31:30,235
2024-01-24 09:31:58,237
2024-01-24 09:32:30,239
2024-01-24 09:32:59,241
2024-01-24 09:33:31,242
2024-01-24 09:34:02,242
2024-01-24 09:34:34,244
2024-01-24 09:35:01,244
2024-01-24 09:35:32,246
2024-01-24 09:36:03,248
2024-01-24 09:36:35,248
2024-01-24 09:37:07,250
2024-01-24 09:37:38,252
2024-01-24 09:38:08,252
2024-01-24 09:38:40,253
2024-01-24 09:39:10,253
2024-01-24 09:39:38,255
2024-01-24 09:40:10,255
2024-01-24 09:40:38,255
2024-01-24 09:41:10,257
2024-01-24 09:41:38,257
2024-01-24 09:42:09,257
2024-01-24 09:42:39,259
2024-01-24 09:43:06,260
2024-01-24 09:43:35,262
2024-01-24 09:44:03,262
2024-01-24 09:44:35,262
