timestamp,products,width,length,height
2024-01-29 00:00:20,5024,21.751205145734893,60.450328195737434,9.013891414698723
2024-01-29 00:01:36,5025,18.349802312973964,60.957790772872585,9.411835415031929
2024-01-29 00:02:54,5025,18.552298392734112,59.73819534357163,10.200137243558585
2024-01-29 00:04:16,5025,21.010245838044817,60.11088608145846,10.258927717431611
2024-01-29 00:05:30,5027,20.05094038261591,58.71598624855305,9.940936271067516
2024-01-29 00:06:56,5027,19.41802372572804,57.69532044810076,10.445118473885756
2024-01-29 00:08:15,5028,18.31345371897612,62.681228044953336,9.285734628646676
2024-01-29 00:09:38,5028,20.6419768117555,59.482068240566186,9.50221707963999
2024-01-29 00:10:53,5028,20.454960943569567,61.21588811330939,10.216099211736449
2024-01-29 00:12:20,5030,19.725851548372223,61.407978179725546,10.632516282650764
2024-01-29 00:13:40,5030,21.81800202512104,62.53668326401372,9.449456223008536
2024-01-29 00:15:05,5030,21.226752925101195,57.8317381333268,9.340025588568952
2024-01-29 00:16:31,5032,21.33853306411035,60.07409106121037,9.743863732768187
2024-01-29 00:17:44,5034,20.24008368425367,59.567770857982175,10.094223233659076
2024-01-29 00:19:05,5034,20.25182373536436,57.96338217109816,10.452249131202692
2024-01-29 00:20:30,5034,20.966703552791948,57.67886672319466,10.723680566429469
2024-01-29 00:21:48,5034,21.898040974459747,57.6452403322322,10.435542690320958
2024-01-29 00:23:00,5035,18.143176374173233,60.46895817594229,10.476577674748865
2024-01-29 00:24:24,5037,21.157840984843446,61.98294866024223,9.524986823931574
2024-01-29 00:25:40,5039,18.25780371789867,58.09203824581673,10.799757180335689
2024-01-29 00:27:00,5039,18.01634900283024,59.14613451162634,9.906703739969373
2024-01-29 00:28:17,5040,18.094007122633524,59.484921921323576,9.55156145047604
2024-01-29 00:29:37,5040,21.622807539793172,60.04365214469567,10.248139787251391
2024-01-29 00:31:03,5040,21.148570216921335,57.432744493074864,10.350223909270973
2024-01-29 00:32:22,5040,19.74750899375761,59.018733845323176,10.261288047614006
2024-01-29 00:33:45,5040,21.296262032510196,60.864371442209475,10.295206321631374
2024-01-29 00:35:11,5042,18.794735183259082,59.120795876042486,9.559504067762912
2024-01-29 00:36:38,5042,19.636916293595092,57.60773082377634,10.658899546641772
2024-01-29 00:37:51,5043,18.572351471407657,59.07449507693542,10.491021966329908
2024-01-29 00:39:09,5045,20.737568726114844,62.405498053622225,10.56027606353063
2024-01-29 00:40:36,5047,18.2699053347757,62.10832854321601,10.67986234192065
2024-01-29 00:41:58,5047,19.18658508646505,57.08239229341465,10.187682861059118
2024-01-29 00:43:19,5047,21.675081726379418,59.531477568807276,9.234497877304724
2024-01-29 00:44:32,5048,21.68696244652432,57.38765287124811,10.734233902977689
