timestamp,temperature,humidity
2024-01-31 00:00:00,812,51
2024-01-31 00:00:10,812,55
2024-01-31 00:00:20,812,58
2024-01-31 00:00:30,811,62
2024-01-31 00:00:40,811,62
2024-01-31 00:00:50,812,65
2024-01-31 00:00:59,812,70
2024-01-31 00:01:08,812,69
2024-01-31 00:01:18,812,74
2024-01-31 00:01:28,812,71
2024-01-31 00:01:38,812,70
2024-01-31 00:01:47,812,73
2024-01-31 00:01:56,811,78
2024-01-31 00:02:05,812,80
2024-01-31 00:02:14,812,79
2024-01-31 00:02:23,812,74
2024-01-31 00:02:32,812,77
2024-01-31 00:02:42,811,76
2024-01-31 00:02:51,811,78
2024-01-31 00:03:01,812,80
2024-01-31 00:03:10,812,80
2024-01-31 00:03:19,812,85
2024-01-31 00:03:28,811,87
2024-01-31 00:03:37,810,89
2024-01-31 00:03:47,812,90
2024-01-31 00:03:57,812,93
2024-01-31 00:04:06,812,93
2024-01-31 00:04:15,811,89
2024-01-31 00:04:25,812,91
2024-01-31 00:04:34,812,87
2024-01-31 00:04:44,810,83
2024-01-31 00:04:54,809,80
2024-01-31 00:05:03,812,83
2024-01-31 00:05:12,810,84
2024-01-31 00:05:22,809,88
2024-01-31 00:05:31,811,87
2024-01-31 00:05:41,810,92
2024-01-31 00:05:51,812,93
2024-01-31 00:06:00,811,89
2024-01-31 00:06:10,812,88
2024-01-31 00:06:20,812,88
2024-01-31 00:06:30,812,84
2024-01-31 00:06:39,812,87
2024-01-31 00:06:49,811,90
2024-01-31 00:06:59,812,88
2024-01-31 00:07:09,812,83
2024-01-31 00:07:18,812,80
2024-01-31 00:07:28,810,84
2024-01-31 00:07:38,812,80
2024-01-31 00:07:48,812,75
2024-01-31 00:07:57,812,76
2024-01-31 00:08:07,812,77
2024-01-31 00:08:16,812,79
2024-01-31 00:08:25,812,79
2024-01-31 00:08:34,812,83
2024-01-31 00:08:44,812,80
2024-01-31 00:08:54,812,85
2024-01-31 00:09:04,812,85
2024-01-31 00:09:14,812,83
2024-01-31 00:09:24,812,79
2024-01-31 00:09:33,812,82
2024-01-31 00:09:42,812,83
2024-01-31 00:09:51,810,78
2024-01-31 00:10:00,812,77
2024-01-31 00:10:09,812,82
2024-01-31 00:10:19,812,79
2024-01-31 00:10:28,811,83
2024-01-31 00:10:37,812,83
2024-01-31 00:10:46,812,80
2024-01-31 00:10:55,812,78
2024-01-31 00:11:04,812,76
2024-01-31 00:11:14,812,74
2024-01-31 00:11:23,810,74
2024-01-31 00:11:32,812,74
2024-01-31 00:11:41,812,70
2024-01-31 00:11:50,811,73
2024-01-31 00:12:00,812,69
2024-01-31 00:12:09,812,70
2024-01-31 00:12:18,811,67
2024-01-31 00:12:27,812,70
2024-01-31 00:12:37,812,73
2024-01-31 00:12:47,811,69
2024-01-31 00:12:57,812,73
2024-01-31 00:13:06,811,74
2024-01-31 00:13:16,812,70
2024-01-31 00:13:26,812,73
2024-01-31 00:13:36,812,77
2024-01-31 00:13:45,812,76
2024-01-31 00:13:54,811,72
2024-01-31 00:14:03,812,75
2024-01-31 00:14:12,811,80
