timestamp,scanned_products
2024-01-31 16:00:01,21453
2024-01-31 16:00:28,21453
2024-01-31 16:00:58,21455
2024-01-31 16:01:28,21455
2024-01-31 16:01:55,21455
2024-01-31 16:02:23,21457
2024-01-31 16:02:51,21458
2024-01-31 16:03:21,21459
2024-01-31 16:03:49,21461
2024-01-31 16:04:19,21461
2024-01-31 16:04:50,21462
2024-01-31 16:05:17,21462
2024-01-31 16:05:47,21463
2024-01-31 16:06:14,21464
2024-01-31 16:06:42,21466
2024-01-31 16:07:09,21466
2024-01-31 16:07:36,21467
2024-01-31 16:08:04,21468
2024-01-31 16:08:33,21470
2024-01-31 16:09:02,21472
2024-01-31 16:09:32,21473
2024-01-31 16:10:01,21475
2024-01-31 16:10:30,21477
2024-01-31 16:10:58,21478
2024-01-31 16:11:27,21480
2024-01-31 16:11:58,21482
2024-01-31 16:12:28,21484
2024-01-31 16:12:57,21484
2024-01-31 16:13:28,21484
2024-01-31 16:13:58,21485
2024-01-31 16:14:27,21485
2024-01-31 16:14:54,21487
2024-01-31 16:15:23,21488
2024-01-31 16:15:51,21490
2024-01-31 16:16:19,21492
2024-01-31 16:16:51,21493
2024-01-31 16:17:18,21494
2024-01-31 16:17:50,21494
2024-01-31 16:18:17,21496
2024-01-31 16:18:48,21498
2024-01-31 16:19:16,21499
2024-01-31 16:19:46,21501
2024-01-31 16:20:18,21502
2024-01-31 16:20:47,21503
2024-01-31 16:21:15,21505
2024-01-31 16:21:47,21506
2024-01-31 16:22:19,21508
2024-01-31 16:22:47,21509
2024-01-31 16:23:14,21509
2024-01-31 16:23:46,21510
2024-01-31 16:24:14,21510
2024-01-31 16:24:45,21511
2024-01-31 16:25:17,21513
2024-01-31 16:25:44,21515
2024-01-31 16:26:15,21516
2024-01-31 16:26:46,21517
2024-01-31 16:27:18,21518
2024-01-31 16:27:50,21520
2024-01-31 16:28:22,21520
2024-01-31 16:28:52,21520
2024-01-31 16:29:22,21522
2024-01-31 16:29:54,21522
2024-01-31 16:30:21,21524
2024-01-31 16:30:49,21526
2024-01-31 16:31:20,21528
2024-01-31 16:31:49,21528
2024-01-31 16:32:16,21528
2024-01-31 16:32:46,21529
2024-01-31 16:33:14,21530
2024-01-31 16:33:45,21530
2024-01-31 16:34:14,21530
2024-01-31 16:34:41,21530
2024-01-31 16:35:12,21531
2024-01-31 16:35:42,21532
2024-01-31 16:36:13,21532
2024-01-31 16:36:44,21533
2024-01-31 16:37:11,21534
2024-01-31 16:37:43,21536
2024-01-31 16:38:11,21538
2024-01-31 16:38:38,21540
2024-01-31 16:39:05,21542
2024-01-31 16:39:32,21544
