timestamp,scanned_products
2024-01-24 16:00:03,958
2024-01-24 16:00:31,960
2024-01-24 16:01:00,960
2024-01-24 16:01:27,961
2024-01-24 16:01:56,962
2024-01-24 16:02:25,964
2024-01-24 16:02:52,964
2024-01-24 16:03:21,965
2024-01-24 16:03:53,966
2024-01-24 16:04:22,967
2024-01-24 16:04:53,968
2024-01-24 16:05:21,969
2024-01-24 16:05:49,971
2024-01-24 16:06:18,972
2024-01-24 16:06:48,972
2024-01-24 16:07:17,973
2024-01-24 16:07:44,973
2024-01-24 16:08:12,975
2024-01-24 16:08:43,976
2024-01-24 16:09:14,978
2024-01-24 16:09:43,979
2024-01-24 16:10:14,980
2024-01-24 16:10:44,981
2024-01-24 16:11:15,981
2024-01-24 16:11:45,981
2024-01-24 16:12:16,982
2024-01-24 16:12:44,982
2024-01-24 16:13:16,984
2024-01-24 16:13:45,984
2024-01-24 16:14:17,984
2024-01-24 16:14:44,984
2024-01-24 16:15:11,984
2024-01-24 16:15:43,984
2024-01-24 16:16:11,984
2024-01-24 16:16:38,985
2024-01-24 16:17:07,986
2024-01-24 16:17:36,988
2024-01-24 16:18:03,988
2024-01-24 16:18:35,990
2024-01-24 16:19:04,990
2024-01-24 16:19:36,991
2024-01-24 16:20:03,992
2024-01-24 16:20:35,994
2024-01-24 16:21:04,995
2024-01-24 16:21:32,997
2024-01-24 16:21:59,999
2024-01-24 16:22:29,999
2024-01-24 16:22:56,1000
2024-01-24 16:23:26,1000
2024-01-24 16:23:57,1000
2024-01-24 16:24:27,1000
2024-01-24 16:24:57,1001
2024-01-24 16:25:27,1002
2024-01-24 16:25:55,1003
2024-01-24 16:26:23,1005
2024-01-24 16:26:53,1006
2024-01-24 16:27:20,1006
2024-01-24 16:27:50,1006
2024-01-24 16:28:22,1007
2024-01-24 16:28:50,1009
2024-01-24 16:29:19,1011
2024-01-24 16:29:50,1011
2024-01-24 16:30:19,1011
2024-01-24 16:30:48,1012
2024-01-24 16:31:16,1014
2024-01-24 16:31:47,1014
2024-01-24 16:32:14,1014
2024-01-24 16:32:46,1014
2024-01-24 16:33:14,1015
2024-01-24 16:33:44,1017
2024-01-24 16:34:16,1017
2024-01-24 16:34:45,1018
2024-01-24 16:35:14,1018
2024-01-24 16:35:41,1019
2024-01-24 16:36:10,1019
2024-01-24 16:36:39,1019
2024-01-24 16:37:06,1021
2024-01-24 16:37:37,1023
2024-01-24 16:38:06,1024
2024-01-24 16:38:33,1026
2024-01-24 16:39:01,1026
2024-01-24 16:39:28,1026
2024-01-24 16:39:56,1027
2024-01-24 16:40:27,1028
2024-01-24 16:40:58,1030
2024-01-24 16:41:25,1031
2024-01-24 16:41:54,1031
2024-01-24 16:42:23,1032
2024-01-24 16:42:51,1034
2024-01-24 16:43:20,1034
2024-01-24 16:43:51,1035
2024-01-24 16:44:22,1036
2024-01-24 16:44:51,1037
2024-01-24 16:45:21,1037
2024-01-24 16:45:50,1037
2024-01-24 16:46:17,1037
2024-01-24 16:46:49,1037
2024-01-24 16:47:17,1037
2024-01-24 16:47:45,1038
2024-01-24 16:48:17,1039
2024-01-24 16:48:45,1039
2024-01-24 16:49:17,1039
2024-01-24 16:49:49,1041
2024-01-24 16:50:17,1041
2024-01-24 16:50:44,1042
2024-01-24 16:51:15,1044
2024-01-24 16:51:42,1046
2024-01-24 16:52:09,1048
2024-01-24 16:52:40,1049
2024-01-24 16:53:08,1050
2024-01-24 16:53:40,1051
2024-01-24 16:54:07,1052
2024-01-24 16:54:34,1054
2024-01-24 16:55:06,1056
2024-01-24 16:55:35,1056
2024-01-24 16:56:05,1057
2024-01-24 16:56:33,1059
2024-01-24 16:57:02,1059
2024-01-24 16:57:30,1059
2024-01-24 16:57:57,1061
2024-01-24 16:58:26,1062
2024-01-24 16:58:57,1062
2024-01-24 16:59:24,1063
2024-01-24 16:59:53,1063
2024-01-24 17:00:23,1065
2024-01-24 17:00:50,1067
2024-01-24 17:01:17,1068
2024-01-24 17:01:45,1068
2024-01-24 17:02:15,1069
2024-01-24 17:02:43,1070
2024-01-24 17:03:10,1070
2024-01-24 17:03:38,1072
2024-01-24 17:04:10,1074
2024-01-24 17:04:41,1076
2024-01-24 17:05:11,1078
2024-01-24 17:05:40,1080
2024-01-24 17:06:12,1080
2024-01-24 17:06:43,1082
2024-01-24 17:07:10,1083
2024-01-24 17:07:42,1085
2024-01-24 17:08:14,1085
2024-01-24 17:08:46,1087
2024-01-24 17:09:17,1088
2024-01-24 17:09:44,1089
2024-01-24 17:10:12,1091
2024-01-24 17:10:39,1093
2024-01-24 17:11:08,1094
2024-01-24 17:11:35,1095
2024-01-24 17:12:02,1095
2024-01-24 17:12:29,1096
2024-01-24 17:13:01,1096
2024-01-24 17:13:28,1098
2024-01-24 17:14:00,1098
2024-01-24 17:14:30,1100
2024-01-24 17:14:59,1100
